,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R
Frontal_Inf_Oper_L,0.5494402355775547,0.6679462126018194,0.6733247828735504,0.7258857192422884,0.23226515908758646,0.6485501024941547,0.6796352100402117,0.6024706400422423,0.25940985976593867,0.31393841316420773,1.0,0.7243448524521685,0.8770784157827329,0.6218291076629158,0.655923938794534,0.2891292072776524,0.5852114590020584,0.28377460794303616,0.5606294917762836,0.7711699729923581,-0.5312272245183799,-0.5512830153212676,0.4974314163412001,0.6922544220261826,-0.17594408489948732,0.44726884530721117,-0.1988255044272949,-0.54099134970479,0.7685415778722834,0.12730435545011418,0.24472823837747115,0.5880387206997547,0.4944792619688105,0.5953383966574042,0.38023374726687886,0.5874816680285697,0.6825588019180684,0.4964857238555363,0.5420653323774302,0.13445934423353534,0.6241742718925803,0.375637473048956,0.48913949950046526,0.41076815070345757,0.5989569091805917,0.6423512551784742,0.6392109153785505,0.4505978622691473,0.6909481692042717,0.5477935396761368,0.7500685036952635,0.5118391557673496,0.760206816820855,0.4141005813762775,0.7522226013652025,0.47553469197765347,0.19930633152175659,0.5872450365486814,0.17000181830168704,0.45993846112584175,0.5919648319865249,0.7063698880635986,0.7082492917781582,0.6456620751529341,0.5398098340799882,0.590719891746397,0.5015378470153441,0.6438357105702982,0.3245469112184987,0.22942569890078146,0.4658641415547576,0.4713764832020065,0.609721379306738,0.40160091850655494,0.4891102263848076,0.3599845815964049,0.7779652323991257,0.5694927801009387,0.3633531845133786,-0.09823564880330747,0.7826763938182649,0.3961730743391175,0.7821184732958397,0.3468935977432004,0.824821240879585,0.34997606304915063,0.7196337064006286,0.019235003430511207,0.8167335236256315,0.4374410370329493
Frontal_Inf_Oper_R,0.6010407817491052,0.7740804036026896,0.5603711987515338,0.7839805840185847,0.21523929962044136,0.569611214327919,0.6052307218034384,0.7549614163921301,0.1928699300073589,0.4376002295826609,0.7243448524521685,1.0,0.7639415088312334,0.8430038485012719,0.6572278487938139,0.5752897791550203,0.6067954896986061,0.4113212705774842,0.6485247506942736,0.775232292994671,-0.3186660731227292,-0.40299010140289127,0.43154768559344814,0.7235925593804676,-0.07144124398367808,0.3742154603282471,-0.17882156654224332,-0.4482619284229671,0.7085787436548231,0.3469955864777905,0.3445862136749719,0.617445535067558,0.5599184022235757,0.6979050313656897,0.2837007274543523,0.5098519884692218,0.5502098932254875,0.42657734986635654,0.41075369523333716,0.10981559334980329,0.4706747626837529,0.3470181889374523,0.552051837472763,0.5111519262664403,0.6310097468062221,0.7042594954542825,0.6156860997298202,0.5760814673590837,0.7298748482818881,0.5968208425648653,0.6955301730891736,0.5900810506692918,0.6962363396661427,0.5004186172063266,0.6821434393917569,0.5655336581796733,0.32663103183812703,0.650458615637384,0.25346527724703866,0.5204180729448572,0.4582453062446001,0.7042915619237948,0.6078110505587233,0.7682228268742091,0.27208700926305573,0.5229893779549805,0.5145965127627509,0.6203304715001587,0.45126601421079526,0.4333067698680162,0.509770181333718,0.5791969197011606,0.5717195939917386,0.4712715408997551,0.4370186062135779,0.388255046572993,0.6895805795717845,0.593788333230751,0.40291221527810817,0.13248276283851862,0.7377692212281971,0.5953168460793349,0.6695099669640832,0.4090271202108793,0.7003252922438684,0.5457770870022666,0.5493225028615379,0.10646033953408061,0.6696310445143006,0.502476985614503
Frontal_Inf_Tri_L,0.6315834418664676,0.7555131763184904,0.7615028782162883,0.7757935098646773,0.29796196514186934,0.6363254288786172,0.766208133778723,0.6975623821696247,0.35132964067860106,0.3796116405699853,0.8770784157827329,0.7639415088312332,1.0,0.6893001857009072,0.7131066829311248,0.3275177341589441,0.5716477738098977,0.2758541844664692,0.6119761982100657,0.778046825393671,-0.49044753447759787,-0.5363694702081195,0.585056283046202,0.7409669668892609,-0.056432390496301825,0.5010995655458332,-0.1701058881076453,-0.49962734451259017,0.736225984208684,0.10529594717024762,0.2902687175067927,0.5917843850931791,0.5501510855903754,0.6268232957384198,0.3923977069222511,0.5887320253174819,0.7138618677959631,0.5195570370029688,0.5626355100723375,0.179342459721172,0.6272036266328614,0.42065272351226135,0.5452532564437036,0.47517271927130994,0.6606074659551866,0.7043223998189752,0.682257945063615,0.5253238322498113,0.7528383823103169,0.6237760617071726,0.794107579311219,0.6173025887872204,0.7717402384408039,0.5020699498207262,0.7616769430525875,0.5432403596730202,0.2869167930539665,0.6361075168531831,0.273386307196813,0.5747488484253279,0.6619417382543514,0.7317726131976959,0.6561932726410477,0.6285168906216916,0.5750691547009716,0.6754789916872667,0.6179126165745636,0.7275371251027324,0.46487776149598997,0.3780896170152488,0.5235440316306386,0.5407413647753961,0.6084737177180277,0.43642688260040985,0.4540315062686443,0.37300459638621597,0.7555914165863007,0.5758960150887659,0.41533510141128727,-0.06236074604696099,0.7765683709054039,0.4726794220393182,0.7773799371838613,0.38000049330133323,0.8420724856755032,0.46662987397986294,0.7032938344056477,0.08087882189082363,0.8334119912104301,0.5266157383002572
Frontal_Inf_Tri_R,0.47963535542527735,0.6730321955067662,0.5045262559469476,0.7096474946106659,0.17921969925415704,0.45011998415557425,0.5335450158586532,0.7390345928021338,0.1442677003545105,0.4248972245489538,0.6218291076629158,0.8430038485012719,0.6893001857009072,1.0,0.5610444739399431,0.5964926075668534,0.5157320999813998,0.3497943681669605,0.49082211078494825,0.6316427738457538,-0.250146348944386,-0.37404699198048413,0.4221598301525951,0.6319441721473119,0.052024537199851104,0.4176266735924119,-0.1549192776652815,-0.3289408765735167,0.5851553371948159,0.32225655096595573,0.30494022564032724,0.5491124291626114,0.5297150633141239,0.6424909832939449,0.2316164138291212,0.42867802030304664,0.49824981500974624,0.4119125156912441,0.4294633295800842,0.2111073127902358,0.43963084979045963,0.3889480907572588,0.49750951117565784,0.4973277703806329,0.5686471112901824,0.6347278206931076,0.5786174586325431,0.5496402053832904,0.6262285979024359,0.5420673051424822,0.6371402886165102,0.5699397877883926,0.5859639218052557,0.42692244788587247,0.5823254765265138,0.5212702530730451,0.28204684173807587,0.6038812417834795,0.28150998870554916,0.53758160016085,0.4680306441909464,0.6604208612084983,0.5103844121804673,0.6877550717636175,0.3133528770398899,0.5455729924309918,0.48162912365633487,0.5677656767423089,0.4245355066900287,0.4466554009319626,0.46806083858461905,0.5280127013307282,0.4940899002674159,0.3967325114174522,0.30339291229565346,0.27299630174491224,0.5560476057207722,0.47456756537932265,0.34674208332272005,0.1736367336813818,0.6350369315253911,0.5006113707739185,0.5908423361142855,0.35788541174288996,0.5905133862984047,0.5198849692186833,0.43009388438060553,0.11522676394728626,0.5674317189044105,0.4716050459573157
Frontal_Inf_Orb_L,0.5320440028996184,0.6618045854932446,0.5558158686668397,0.6205405214568953,0.4086763339781477,0.49498315758344186,0.6109485515833651,0.6028396320351102,0.5456745259511414,0.5334728984221561,0.655923938794534,0.6572278487938139,0.7131066829311249,0.5610444739399431,1.0,0.5000839056294332,0.5881386685717824,0.416511848297798,0.5897371690750058,0.6248383587741924,-0.1120663827983994,-0.18631523582981468,0.632072100230357,0.6497137984968554,0.2946943928721533,0.5218306637352117,0.11341698944429053,-0.23097038004644818,0.7110832963233198,0.346610501323724,0.4997132919732948,0.6225554479476693,0.6540451604922374,0.6598483880268621,0.3510804514938258,0.4672729555347844,0.5023314785836648,0.4142288877492846,0.43448859583381966,0.15021900300785254,0.4867755062630721,0.3440720922035618,0.5024933501095159,0.4947298577195303,0.5613520201334213,0.5451252267012419,0.48825616803331184,0.43666576115950473,0.5550397511899635,0.5017814710486259,0.6020011097741117,0.4984667408738069,0.6255973572914496,0.44753032624460665,0.5592103864928347,0.4145059636765983,0.34962271103303627,0.5246304097792931,0.16398282270071204,0.38939082069554354,0.5725220830521837,0.6474137981853693,0.5038516068999973,0.5500266897345923,0.47336069901913436,0.5997868698132288,0.47254307203536017,0.5549140064780677,0.4255984239919444,0.3937802186472743,0.5713364139823637,0.539698989712748,0.577172651389908,0.4150812454415128,0.40673143930984124,0.34441567931136496,0.5770105490420678,0.5190099588375549,0.5279912973964127,0.08966372834748494,0.6618203070210695,0.5341790888075767,0.6309527293331498,0.3152652380507416,0.7206675973134068,0.5070535991795829,0.6826978525923938,0.12326684736413197,0.7088870957041791,0.4966949569277345
Frontal_Inf_Orb_R,0.39235705415305844,0.46322262332930514,0.15066731492636054,0.3723843874427375,0.25046358782148775,0.33713722677426655,0.22711115405433005,0.3922572518712205,0.16615010648650277,0.6027106273140526,0.2891292072776524,0.5752897791550203,0.32751773415894403,0.5964926075668534,0.5000839056294332,1.0,0.49966731778239565,0.45620556390710776,0.37787979683951045,0.3713665137550194,0.14529881189245178,0.07734888457630029,0.2328725684406657,0.40525170098901386,0.31920217839418424,0.2890251901360147,0.24598598650110895,0.17638874198529766,0.3606153364340595,0.5514716895568935,0.2943758711950199,0.30716106359422496,0.4078786539030947,0.49961710814084137,0.03450106450633469,0.14148685485991763,0.2437760099228,0.29790299958700667,0.1977425157604093,0.32109119486419996,0.26878740366055986,0.36418852098808735,0.3868800974297182,0.4771838563546614,0.3125141925280245,0.3226659423471876,0.3690876518051991,0.5029665518003903,0.33346662180225206,0.3586186955158363,0.30691370279834596,0.38601944416588524,0.21183733764129958,0.39664243217161005,0.2732752387307421,0.4277678411529388,0.4201640826422333,0.4737801607032666,0.25065271372447606,0.3232002560468502,0.29178506118344055,0.35218841133757506,0.29137296658100725,0.4959131210569705,0.07159600853293113,0.2536284790018744,0.24023357481006724,0.2145136540872696,0.4046786515226517,0.39372564159615386,0.38414405235658355,0.42626493739205806,0.3295240556737376,0.3782146194819665,0.15950907285093022,0.24790347575049712,0.3046496619641057,0.3237652793795022,0.43450329576607627,0.4473930892995223,0.3896067063657514,0.5274215359004647,0.3386270965885371,0.3838659538748852,0.2518300528224137,0.5537907523383557,0.16116298911975316,0.08125314199509524,0.20818825151771508,0.40512373843495425
Rolandic_Oper_L,0.450896846972031,0.637970211363122,0.3439613128288026,0.4437741034994917,0.011258426093354774,0.34789991193701064,0.3779056582161001,0.41691075404917444,0.03516918467286659,0.25901876032727933,0.5852114590020584,0.6067954896986061,0.5716477738098978,0.5157320999813998,0.5881386685717824,0.49966731778239565,1.0,0.7364550036239385,0.5566193843868003,0.637160729447774,-0.19994925626562,-0.34985773853914676,0.19175416236645923,0.42988763774404853,0.11171676656134187,0.4120495136010444,-0.13490240228399902,-0.3179626772954176,0.7360797368272789,0.6301044711641528,0.3581504194094253,0.4492428900018102,0.5172342769468394,0.5714846713859175,0.052148202584953486,0.2589611732531819,0.5429402988854067,0.5099905417795261,0.44848520524440577,0.21776324014118084,0.5282768151643061,0.42910981570108686,0.46477076249995475,0.504010329813102,0.5017390369255654,0.49834024113880737,0.5600726513120151,0.4693858485263677,0.492908872773217,0.437304449938454,0.5577974026547093,0.4636144237978845,0.5350169066573289,0.3746160665819865,0.5148631277147983,0.43762791580408267,0.44384983608622125,0.6744332275022416,0.15612336685694184,0.33325259650298905,0.33145822482752046,0.45721843567981657,0.6264004855172802,0.6864031027655336,0.265674977160256,0.3674216309925326,0.3117174255738272,0.37831044147369297,0.36422216195920804,0.3912299408900868,0.32212683204475007,0.3047668867985283,0.517952762409325,0.4555499391338069,0.2543004826297132,0.21373423977478198,0.5842729551795239,0.4532365886116585,0.7084790294203808,0.40680027852369555,0.804600895822687,0.667474398072003,0.6514524567828965,0.5605169047360549,0.5855464845067286,0.5167489014891389,0.44756015988527814,0.0763050605538208,0.5699422993206534,0.3735677252674736
Rolandic_Oper_R,0.12195470917018325,0.4084298881447935,0.02785507851383693,0.14779155667825408,-0.07944332607337619,0.09288831461867621,0.09536490247409751,0.23434657124357852,-0.025085080448539097,0.16403655157157504,0.28377460794303616,0.4113212705774842,0.27585418446646925,0.34979436816696047,0.416511848297798,0.45620556390710776,0.7364550036239385,1.0,0.3759820761619133,0.4346814881827676,-0.003752825375439501,-0.11733906292519712,0.056929371424617486,0.13245041066259722,0.2337729295216479,0.3034077746886598,-0.12515561793099894,-0.10137110816113458,0.5541855175224693,0.7894671780747726,0.4749672835158028,0.4091009310589023,0.4132162198470864,0.4213718923894549,-0.19522086210494877,-0.015777788483033354,0.2246676702867251,0.30281405524998767,0.1884405889002782,-0.007932417678641161,0.27533629742647314,0.22226007014495017,0.25295038832573846,0.37677015557378774,0.3462137450547649,0.22294298852680236,0.22369876852330514,0.18683570867934654,0.16922435040724199,0.14137044393939743,0.1796593382877478,0.1181425568412618,0.19932841904217866,0.023849122399202494,0.11239147194483168,0.051160737763144296,0.28400074757246246,0.4606111955806941,-0.096339352512125,0.0008391313348701183,0.09376419249364523,0.2611484057371379,0.3836000184767995,0.5568423497768009,0.02877293725915426,0.10464088061128532,-0.04007876580761877,0.030138321454410723,0.10000483814436709,0.20282800313304278,0.17546788670984714,0.16763059966138721,0.33762905812797467,0.3412502988958198,0.05094052332679297,0.13130957005985328,0.2665272385758169,0.15266788347954102,0.5715770366522395,0.6162525939385212,0.5505063158592687,0.49403433055833645,0.3553610668985344,0.29300430543832845,0.24779670319949784,0.2142347236676689,0.15904298684530865,-0.1366586531281905,0.2385239199967235,0.02796374925013152
Supp_Motor_Area_L,0.6720669029033883,0.7623668554411,0.631744042708367,0.678926215462764,0.13088443573712197,0.45606027018293366,0.7037528274137468,0.6631465598088421,0.29038677233809895,0.41847896409765545,0.5606294917762836,0.6485247506942735,0.6119761982100657,0.49082211078494825,0.5897371690750058,0.3778797968395104,0.5566193843868003,0.37598207616191337,1.0,0.7527246310271821,-0.2574491127247461,-0.2994571059005837,0.5497705996552469,0.631920379003977,0.10724279297019479,0.4387174072653684,-0.17697205866748322,-0.4092289472329239,0.6398540884026154,0.30752910472655576,0.48679666841893826,0.5878397688784748,0.7139028982967279,0.7718760488414,0.5680569534818598,0.6414677782811197,0.557378072934916,0.41384551259396724,0.390123585826959,0.09794097249581661,0.425849581891548,0.24695232391619837,0.630247664661221,0.5296004666086814,0.5937497330432071,0.6651672510680874,0.6033441841915578,0.5521425181680373,0.5923298846329924,0.5113433651155144,0.5318634278559188,0.44777331600344633,0.6024565031537555,0.4287729054124856,0.5216979403096816,0.4475259411766912,0.5138068126941682,0.5944179605334313,0.1995090913378784,0.4472840273025196,0.4666407634615719,0.5978598857990837,0.3663841216819876,0.5308953174596276,0.30573645925042486,0.5144122507901412,0.5707740929557581,0.61334730727168,0.5750722128128742,0.5841466772847169,0.592676642337966,0.6051778325124817,0.6162067986665188,0.5768665007605538,0.44298288587994933,0.40658523904132743,0.6717303164275825,0.6791440458714539,0.4094085854721881,0.11450355260422271,0.5563155365783143,0.6281617429140012,0.5475574343379176,0.4532180958229834,0.6059854342131726,0.42587884721422836,0.455843834741672,0.1121170040901815,0.5655827084375751,0.49846031168762556
Supp_Motor_Area_R,0.5500980091037965,0.7954031624556864,0.651015725331645,0.791320265541639,0.11996831327085385,0.6236980847660835,0.7034801071057765,0.7200251046620094,0.20821373271179447,0.3819176455511502,0.7711699729923581,0.775232292994671,0.778046825393671,0.6316427738457538,0.6248383587741924,0.3713665137550194,0.637160729447774,0.4346814881827676,0.752724631027182,1.0,-0.5142436614177004,-0.5349232804654098,0.477692489549931,0.7332877526103027,-0.1130061730833519,0.5038593789999944,-0.3012481512095545,-0.5728341275106971,0.7892265819968148,0.27882580575315147,0.3592998227176545,0.6577774624706847,0.5832754722856084,0.7536591766648023,0.40795398926988735,0.6360696798113986,0.7163052072338654,0.5704950427258636,0.5645487605223968,0.09213855647667962,0.6061540432009676,0.3777171584149244,0.5756038280810184,0.5381701140917546,0.6518945105095306,0.7182030913773378,0.6436258585778618,0.5557551655776928,0.6994505025703616,0.5857109599809198,0.710142103679443,0.5271369040535832,0.7711790014933777,0.4545726759671325,0.6991561395168554,0.4710004310024657,0.2993597292670972,0.6327925402638247,0.03938271485496322,0.42072925468121325,0.3966021549500047,0.720448191643177,0.5271588986435072,0.667580262377831,0.40585698020193606,0.6151079686665195,0.47983123868529676,0.6468580211071059,0.4532563157849657,0.35715026197355365,0.5269047430281246,0.5365006531098975,0.6456767991991309,0.5082730206232233,0.4491517203836614,0.3880419998572475,0.7844291330657629,0.6227185103795503,0.4853671555823593,0.08078811190084252,0.7769328313411605,0.5663401898399385,0.7856258957937443,0.45753589564629843,0.772007474069089,0.42298577366146906,0.6531441907564935,-0.0034472432663566425,0.7442259985763903,0.41632444569437943
Olfactory_L,-0.05875710344168268,-0.3792093976637036,-0.44868069002491984,-0.4839375755633416,0.28552259243313327,-0.3935186386087086,-0.501840207369335,-0.38028820868491675,0.023137315684863987,-0.10469727099268437,-0.5312272245183799,-0.3186660731227292,-0.4904475344775979,-0.250146348944386,-0.1120663827983994,0.14529881189245178,-0.19994925626562,-0.003752825375439501,-0.2574491127247461,-0.5142436614177004,1.0,0.6101657530150053,-0.261761081518944,-0.39096694449288905,0.4365602883119452,-0.2613372691074757,0.5470634816661967,0.5786542027375852,-0.41135648853039947,0.1481935080389291,-0.027173122100156863,-0.316598666688867,-0.15106683987872346,-0.2714581585906927,-0.22617390456681374,-0.40502112252662403,-0.4525587686754637,-0.3299521519045919,-0.3103849822190949,0.027038555837568555,-0.27425766278055913,-0.028409363068924352,-0.2872646916911037,-0.2623250698686585,-0.43215683943513844,-0.44917073803798596,-0.3770803523344361,-0.2299599226430961,-0.45213438845687953,-0.3692771814062446,-0.43632609533640454,-0.28121127275312185,-0.4638995261748313,-0.13416529374863276,-0.432287604711423,-0.1406887372040324,0.17799501329100095,-0.24926347487665812,0.1381062666342508,-0.21619844230790944,-0.12114281182310503,-0.43195154198022156,-0.23422885870890514,-0.26047341541191726,-0.38288402737725086,-0.42645483931021994,-0.23405082220202308,-0.3983668670912167,-0.08078723193153871,-0.011605571511748859,-0.09626469916365016,-0.19928569844788083,-0.22797058979128776,-0.08798653000556982,-0.2921596645494305,-0.19969838266167642,-0.4083800133464734,-0.16099455033573043,-0.10301491808980556,0.14002162225540335,-0.4013486170623924,0.0015123499943371166,-0.47192130561033574,-0.06299144049611108,-0.4486375371529917,-0.008246485018710432,-0.37582383332332137,0.17086873502034866,-0.42461608168907194,-0.05061587904176232
Olfactory_R,-0.23465246193786912,-0.46498430540647623,-0.5296302739640062,-0.5106599501136492,0.04091119518307303,-0.4481371672129842,-0.4327062209830684,-0.42715736437521173,0.11659396416749859,0.03377384628741364,-0.5512830153212676,-0.40299010140289127,-0.5363694702081195,-0.3740469919804842,-0.18631523582981468,0.07734888457630029,-0.34985773853914676,-0.11733906292519712,-0.2994571059005838,-0.5349232804654098,0.6101657530150053,1.0,-0.21176853492600056,-0.5054052854723328,0.3101040065808339,-0.34692738081364277,0.5781320279639065,0.7330442524108235,-0.5059506651563028,0.048333288411653214,0.059846682609122695,-0.3282250196787238,-0.1159651662517122,-0.2666758924304092,-0.2572394638271134,-0.4857756295128728,-0.6484356740881411,-0.5567624867120223,-0.6111920418411529,0.07717663453777511,-0.4643613809274426,-0.23450275882635704,-0.34340306695973527,-0.30040841227324,-0.39445125632157124,-0.45506831958244987,-0.47354268490891505,-0.30115337926584584,-0.444766534734062,-0.2772243796298307,-0.5370863242745417,-0.2680518643484344,-0.6151724718169698,-0.09819201073424344,-0.4932567552943728,-0.2298433840196351,0.008980292927147832,-0.36536165490224737,0.07378418726070429,-0.29506581676250365,-0.15712354602156206,-0.4267480636469551,-0.34646005435614236,-0.29384110043273226,-0.3787050667726825,-0.4318340084255169,-0.26277070612535663,-0.45428373484071,-0.22429383563086705,-0.1897266062356236,-0.18994407576556369,-0.18511335481128885,-0.2966734611412441,-0.14711489685947393,-0.256652489497333,-0.050346741508579616,-0.55171034931471,-0.3661254631458826,-0.1790915321583618,0.14156749787968823,-0.5504354544644151,-0.25239829199466873,-0.6859832071055835,-0.4182080494834277,-0.5859409073810866,-0.1021610509495267,-0.42983638883120756,0.02747575272724105,-0.5754542913915982,-0.0960066080568833
Frontal_Sup_Medial_L,0.33932585763500783,0.5029292163038058,0.7510506308565326,0.6600457451815855,0.2858277188640706,0.4088644542460752,0.7552164563669219,0.6746538380949236,0.5024642474808101,0.49526457380128286,0.4974314163412001,0.43154768559344814,0.585056283046202,0.4221598301525951,0.632072100230357,0.2328725684406657,0.19175416236645923,0.056929371424617486,0.5497705996552469,0.477692489549931,-0.261761081518944,-0.21176853492600056,1.0,0.6707533960477662,0.3810656464814172,0.5951040586486512,-0.05237524057213578,-0.26053441517516174,0.46100701441079933,0.03719310447483456,0.5794238794044854,0.6260209909372547,0.6539195305025977,0.6114767253964268,0.6038924313390549,0.6218297241460526,0.4491217175459802,0.2817659343826615,0.34069192535811677,0.057641132067468695,0.31741654743008674,0.17006241923026003,0.3725032328284575,0.32380831765763113,0.4688734190802665,0.45713615201236085,0.3388528119613703,0.28242019299516047,0.37713556472842413,0.3281538204537747,0.3935099063341226,0.3019048110055641,0.44716822865010913,0.2400860361874557,0.347875257003322,0.21215608876142925,0.1430247527968,0.2612119994514882,0.06071167112579024,0.36872696225152635,0.5600189627203344,0.6487963171517642,0.20403243554139167,0.28308826320285563,0.6215826994313224,0.6714870047565847,0.5050688559416009,0.5846326233044364,0.3675883412095098,0.2960401944573656,0.5516664584346859,0.5402074828429877,0.42737703785682696,0.2785442937867103,0.401037552759678,0.353116618331137,0.41927594028322546,0.37297549141697256,0.16281621608210828,-0.07784383788629977,0.3416528068777257,0.25141608291930495,0.4315177368431706,0.07909292676147675,0.5256209153461352,0.2248915102921262,0.4259544150998199,0.09455435931147772,0.502109048534027,0.3911733166018248
Frontal_Sup_Medial_R,0.5419395346295413,0.6960732012736505,0.7425585953342637,0.8801215333694499,0.3663590538627729,0.7954504617425333,0.7205975287944488,0.7884350661654439,0.34903782567529484,0.5522719952143034,0.6922544220261826,0.7235925593804676,0.7409669668892609,0.6319441721473119,0.6497137984968555,0.4052517009890139,0.42988763774404853,0.13245041066259722,0.631920379003977,0.7332877526103027,-0.39096694449288905,-0.5054052854723328,0.6707533960477662,1.0,-0.0008294553032754323,0.5876631380426058,-0.10797796716567301,-0.4874521189768309,0.6469851153817171,0.09231694410262331,0.2889087011249315,0.6473990968848714,0.5332679919460748,0.6960976619336651,0.5723211700624891,0.766991031058472,0.6783852477764624,0.49689815949443605,0.5658819629076633,0.1546738385349835,0.5247034221360837,0.3629396708976914,0.5790291142820413,0.5025801024076161,0.5992883929480115,0.7125100058140524,0.6013197468902375,0.5791056223575333,0.6730063636844613,0.5608218928971167,0.6897089285174379,0.5386921100312418,0.7395725711059421,0.45368921045547655,0.6824826147388218,0.5049193479231732,0.2606725996383482,0.5022944975791332,0.1257921193122437,0.5220913489299419,0.45563393673959524,0.7531959823382695,0.4296695497730945,0.521835173705348,0.49849833653961767,0.7262702053065493,0.6063299841241537,0.7741671530827382,0.4904527130368042,0.3940816979677883,0.5700511276017403,0.6008030793985168,0.5753613762059888,0.4233728963412048,0.5425977712408988,0.3933380698592672,0.7195692732342194,0.6464419290642763,0.2961681859596188,-0.09580075186883065,0.6445997407726305,0.48150124735365596,0.7433308842171589,0.41232825519688304,0.7503276494223818,0.42187210414015636,0.6682619096068503,0.227973452923996,0.7292290892387446,0.5231977369486939
Frontal_Med_Orb_L,0.018709193771094538,0.04773405717992828,0.08020836119337398,-0.041743050908531906,0.10373831719466742,-0.18119175775089472,0.07064348288845324,0.07825542561086189,0.20910371152194587,0.21365997318103444,-0.17594408489948732,-0.07144124398367808,-0.056432390496301825,0.052024537199851104,0.2946943928721534,0.31920217839418424,0.11171676656134187,0.23377292952164794,0.10724279297019479,-0.1130061730833519,0.43656028831194527,0.3101040065808339,0.3810656464814172,-0.0008294553032754323,1.0,0.41193793214806196,0.3075132615032541,0.329840293961129,-0.024036492469707394,0.3165095998820155,0.47525240550019787,0.09876589333199214,0.35238872900539286,0.19649937069433893,0.015444362573958047,-0.04727226058093342,-0.010327190257753874,0.06950103506031832,0.02476596095450179,0.22007056387866855,0.02302752903340208,0.13298770851768196,0.020501909391827465,0.13202605656688138,0.03109081293590247,-0.0985133294905343,-0.023288242951323455,0.0018664419685402887,-0.20285565413044027,-0.12165266538009308,-0.11486180253943193,-0.02579464710734922,-0.16590665337484342,-0.017849933064214344,-0.18612725491157514,-0.014343633793889523,0.25309641883875444,0.03394585828049062,0.05006512576200058,-0.0005440877342746367,0.19520606250487782,0.0261392859600379,-0.11865043574442344,-0.04354128157815269,0.22497835514229028,0.1332397083774005,0.07523298303083806,-0.024747852981548978,0.23529501954644838,0.265490459618825,0.234212480141782,0.12709164807600196,0.0477315206893012,0.10957198186609056,-0.10291472656811909,0.0246540395487918,-0.1507197413501161,-0.05645530530401564,0.22532821339292045,0.35754195413035106,-0.025680084388552165,0.20102254068157266,-0.06209586611605557,0.08515832700315061,-0.06388098938629103,0.2088258778592068,-0.11248150519395765,0.058997735849879704,-0.06515987291105603,0.15412607857275099
