region,degree,betweenness,closeness,pagerank,system,condition
Insula_R,36,0.0008461971253670475,0.6267605633802817,0.005613369668260392,Salience,ADHD
Cingulum_Ant_L,55,0.0019644132817436422,0.7235772357723578,0.007212411197835684,ExecutiveControl,ADHD
Cingulum_Ant_R,75,0.0017914304476918676,0.8640776699029126,0.010380627505535532,ExecutiveControl,ADHD
Cingulum_Mid_L,82,0.003710103851418102,0.9270833333333334,0.012981665540722932,Subcortical,ADHD
Cingulum_Mid_R,84,0.003550595345117515,0.9468085106382979,0.014454640914395777,Subcortical,ADHD
Cingulum_Post_L,74,0.0028405754283235027,0.8557692307692307,0.009600121011036675,DefaultMode,ADHD
Cingulum_Post_R,76,0.0008956621648343412,0.8725490196078431,0.012248532072896124,DefaultMode,ADHD
Hippocampus_L,81,0.0016503764152317566,0.9175257731958762,0.012794806452515376,Memory,ADHD
Hippocampus_R,80,0.0019089927040183132,0.9081632653061225,0.010536948071060336,Memory,ADHD
ParaHippocampal_L,76,0.0011922894002994176,0.8725490196078431,0.01034920475964443,Memory,ADHD
ParaHippocampal_R,47,0.0013631602658563515,0.6793893129770993,0.006486384024897808,Memory,ADHD
Amygdala_L,79,0.0011482249744815694,0.898989898989899,0.011872573339643649,Memory,ADHD
Amygdala_R,74,0.0009610664411595781,0.8557692307692307,0.009586556816221451,Memory,ADHD
Calcarine_L,83,0.0016251274634986334,0.9368421052631579,0.013139741627883967,Visual,ADHD
Calcarine_R,83,0.003271387758487376,0.9368421052631579,0.012217130388550037,Visual,ADHD
Cuneus_L,83,0.0022177078892724324,0.9368421052631579,0.012763287036551215,Visual,ADHD
Cuneus_R,84,0.0024893532115660153,0.9468085106382979,0.014673324590527965,Visual,ADHD
Lingual_L,82,0.00201789437527021,0.9270833333333334,0.014220142439197146,Visual,ADHD
Lingual_R,81,0.0017255038505115347,0.9175257731958762,0.013087879383785285,Visual,ADHD
Occipital_Sup_L,82,0.0019981579892702044,0.9270833333333334,0.014122409959947426,Visual,ADHD
Occipital_Sup_R,81,0.0011815701677503675,0.9175257731958762,0.013287123871525648,Visual,ADHD
Occipital_Mid_L,80,0.0009580524267465663,0.9081632653061225,0.014674941412519071,Visual,ADHD
Occipital_Mid_R,81,0.0017255038505115347,0.9175257731958762,0.013152866134641769,Visual,ADHD
Occipital_Inf_L,80,0.0013963409632214996,0.9081632653061225,0.013740494102777445,Visual,ADHD
Occipital_Inf_R,77,0.0015662373908598773,0.8811881188118812,0.011624178005247088,Visual,ADHD
Fusiform_L,82,0.0020440891431105866,0.9270833333333334,0.014299272015013952,Subcortical,ADHD
Fusiform_R,79,0.0015054130499179503,0.898989898989899,0.012628613849407245,Subcortical,ADHD
Postcentral_L,76,0.003395471490690604,0.8725490196078431,0.010205178249020766,Somatomotor,ADHD
Postcentral_R,83,0.0018086080107320174,0.9368421052631579,0.013881738164499769,Somatomotor,ADHD
Parietal_Sup_L,45,0.0008357404300670351,0.6691729323308271,0.006454171813207233,Attention,ADHD
Parietal_Sup_R,82,0.002175778580860423,0.9270833333333334,0.012238759096153465,Attention,ADHD
Parietal_Inf_L,80,0.0013063985268284204,0.9081632653061225,0.011785436486305704,Attention,ADHD
Parietal_Inf_R,81,0.0013338422451992197,0.9175257731958762,0.01348196803189249,Attention,ADHD
SupraMarginal_L,77,0.0016021187926011178,0.8811881188118812,0.010145687976971832,Attention,ADHD
SupraMarginal_R,82,0.003286670625285549,0.9270833333333334,0.012011543227647227,Attention,ADHD
Angular_L,76,0.001686603900720686,0.8725490196078431,0.009676370067025476,Attention,ADHD
Angular_R,83,0.002242660820457405,0.9368421052631579,0.01331604931339594,Attention,ADHD
Precuneus_L,84,0.0025135653504086194,0.9468085106382979,0.01336343043020275,Visual,ADHD
Precuneus_R,84,0.0025135653504086194,0.9468085106382979,0.014610933160097478,Visual,ADHD
Paracentral_Lobule_L,78,0.001724062258932499,0.89,0.0113206101939043,Somatomotor,ADHD
Paracentral_Lobule_R,79,0.002939346484908504,0.898989898989899,0.010805247272653426,Somatomotor,ADHD
Caudate_L,80,0.0019074366664528458,0.9081632653061225,0.012244516379306358,Subcortical,ADHD
Caudate_R,79,0.0010676340617590857,0.898989898989899,0.012100263146157223,Subcortical,ADHD
Putamen_L,84,0.002112755418465925,0.9468085106382979,0.012967751037595208,Subcortical,ADHD
Putamen_R,80,0.0016139143821392097,0.9081632653061225,0.011244164563660878,Subcortical,ADHD
Pallidum_L,71,0.0005310914664597374,0.8317757009345794,0.009285832439197698,Subcortical,ADHD
Pallidum_R,68,0.00032348276640275294,0.8090909090909091,0.00816550704143137,Subcortical,ADHD
Thalamus_L,82,0.0014466578074782371,0.9270833333333334,0.014243325766935808,Subcortical,ADHD
Thalamus_R,82,0.002098169495564479,0.9270833333333334,0.013431200630365018,Subcortical,ADHD
Heschl_L,76,0.0031744590987143905,0.8725490196078431,0.010178933622047826,Language,ADHD
Heschl_R,14,0.00020124804298762006,0.5426829268292683,0.003016335323135176,Language,ADHD
Temporal_Sup_L,81,0.0019392857322985848,0.9175257731958762,0.013510805762247459,Language,ADHD
Temporal_Sup_R,84,0.005326900842359518,0.9468085106382979,0.012877583762302056,Language,ADHD
Temporal_Pole_Sup_L,82,0.00213095502265141,0.9270833333333334,0.013817158436224155,Language,ADHD
Temporal_Pole_Sup_R,75,0.001847830858421011,0.8640776699029126,0.010487778628445686,Language,ADHD
Temporal_Mid_L,83,0.001669118146349892,0.9368421052631579,0.014931028140504732,Language,ADHD
Temporal_Mid_R,76,0.0025023845096329863,0.8725490196078431,0.012041341766774523,Language,ADHD
Temporal_Pole_Mid_L,80,0.0011676688123591276,0.9081632653061225,0.012820606396933403,Language,ADHD
Temporal_Pole_Mid_R,22,1.7546057050059712e-05,0.5705128205128205,0.0035398638301752574,Language,ADHD
Temporal_Inf_L,83,0.0017575922358773566,0.9368421052631579,0.014809885642881354,Language,ADHD
Temporal_Inf_R,80,0.0025573914478678058,0.9081632653061225,0.013264162825375642,Language,ADHD
